player_name,position,minutes_played,dpr,dpr_breakdown__defensive_impact,dpr_breakdown__build_up_quality,dpr_breakdown__positioning_score,dpr_breakdown__physical_play,status,team,number,key_stats_p90__shots_p90,key_stats_p90__shots_on_target_p90,key_stats_p90__goals_p90,key_stats_p90__passes_p90,key_stats_p90__successful_passes_p90,key_stats_p90__unsuccessful_passes_p90,key_stats_p90__key_passes_p90,key_stats_p90__assists_p90,key_stats_p90__avg_pass_distance_p90,key_stats_p90__progressive_passes_p90,key_stats_p90__duels_p90,key_stats_p90__duels_won_p90,key_stats_p90__tackles_p90,key_stats_p90__successful_tackles_p90,key_stats_p90__tackle_success_rate_pct_p90,key_stats_p90__interceptions_p90,key_stats_p90__clearances_p90,key_stats_p90__recoveries_p90,key_stats_p90__blocked_shots_p90,key_stats_p90__dribbles_p90,key_stats_p90__successful_dribbles_p90,key_stats_p90__dribble_success_rate_pct_p90,key_stats_p90__shot_accuracy_pct_p90,key_stats_p90__goal_conversion_pct_p90,key_stats_p90__passing_accuracy_pct_p90,key_stats_p90__key_pass_rate_pct_p90,key_stats_p90__duel_success_rate_pct_p90,raw_stats__possession__your_possession_time_seconds,raw_stats__possession__possession_pct,raw_stats__distribution__passes,raw_stats__distribution__successful_passes,raw_stats__distribution__unsuccessful_passes,raw_stats__distribution__passing_accuracy_pct,raw_stats__distribution__key_passes,raw_stats__distribution__key_pass_rate_pct,raw_stats__distribution__assists,raw_stats__distribution__avg_pass_distance,raw_stats__distribution__progressive_passes,raw_stats__attack__shots,raw_stats__attack__shots_on_target,raw_stats__attack__goals,raw_stats__attack__shot_accuracy_pct,raw_stats__attack__goal_conversion_pct,raw_stats__dribbles__dribbles,raw_stats__dribbles__successful_dribbles,raw_stats__dribbles__dribble_success_rate_pct,raw_stats__defense__duels,raw_stats__defense__duels_won,raw_stats__defense__duel_success_rate_pct,raw_stats__defense__tackles,raw_stats__defense__successful_tackles,raw_stats__defense__tackle_success_rate_pct,raw_stats__defense__interceptions,raw_stats__defense__clearances,raw_stats__defense__recoveries,raw_stats__defense__blocked_shots,raw_stats__discipline__fouls_conceded,raw_stats__discipline__yellow_cards,raw_stats__discipline__red_cards,shots_p90,shots_on_target_p90,goals_p90,passes_p90,successful_passes_p90,unsuccessful_passes_p90,key_passes_p90,assists_p90,avg_pass_distance_p90,progressive_passes_p90,duels_p90,duels_won_p90,tackles_p90,successful_tackles_p90,tackle_success_rate_pct_p90,interceptions_p90,clearances_p90,recoveries_p90,blocked_shots_p90,dribbles_p90,successful_dribbles_p90,dribble_success_rate_pct_p90,shot_accuracy_pct_p90,goal_conversion_pct_p90,passing_accuracy_pct_p90,key_pass_rate_pct_p90,duel_success_rate_pct_p90,dpr_breakdown__game_control,dpr_breakdown__transition_play,dpr_breakdown__defensive_contribution,dpr_breakdown__creativity,dpr_breakdown__work_rate,dpr_breakdown__finishing_quality,dpr_breakdown__offensive_contribution,dpr_breakdown__link_up_play,dpr_breakdown__movement_threat,dpr_breakdown__shot_stopping,dpr_breakdown__distribution_quality,dpr_breakdown__command_area,dpr_breakdown__ball_playing,dpr_breakdown__consistency,raw_stats__goalkeeper__shots_faced,raw_stats__goalkeeper__saves,raw_stats__goalkeeper__goals_conceded,raw_stats__goalkeeper__save_pct,raw_stats__goalkeeper__shots_on_target_against,raw_stats__goalkeeper__goals_against,saves_p90,goals_conceded_p90,shots_faced_p90,shots_on_target_against_p90,goals_against_p90,save_pct_p90,saves_per90,goals_against_per90,shots_on_target_against_per90,save_pct,match_number,match_id,added_at,position_history,position_changed,shots_raw,shots_on_target_raw,goals_raw,passes_raw,successful_passes_raw,unsuccessful_passes_raw,passing_accuracy_pct_raw,key_passes_raw,assists_raw,avg_pass_distance_raw,progressive_passes_raw,duels_raw,duels_won_raw,tackles_raw,successful_tackles_raw,interceptions_raw,clearances_raw,recoveries_raw,blocked_shots_raw,dribbles_raw,successful_dribbles_raw,dribble_success_rate_pct_raw,note
"Lood, Trevor",LW,683.44,58.62,62.86,51.18,34.86,39.67,substitute,Crown City FC,74,0.0,0.0,0.0,0.0,38.85,78.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14,30.51,0.0,0.0,0.0,0.0,0.0,38.59,33.65,71.85,35.24,55.41,59.26,76.26,11937,29.11,118,79,39,66.95,3,2.54,0,15.01,1,38,12,3,31.58,7.89,10,1,10.0,22,3,13.64,8,5,62.5,3,9,7,2,2,1,0,5.004,1.58,0.395,15.539,10.4,5.14,0.395,0.0,1.977,0.132,2.897,0.395,1.053,0.66,8.23,0.395,1.185,0.922,0.263,1.317,0.13,1.32,4.16,1.04,8.82,0.33,1.8,54.94,69.37,41.68,25.88,62.7,69.71,24.92,23.73,73.31,48.58,46.77,42.16,51.58,55.29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.52,6,1,3,89.23,17,Match_108,2025-01-26T17:10:25.590621+00:00,[],0,38,12,3,118,79,39,31.04,3,0,1.43,3,22,3,8,5,3,9,7,2,10,1,36.6,
"Santos, Aris",CDM,1350.0,65.96,49.33,27.34,40.92,72.23,substitute,Adamson University,24,0.0,0.0,0.0,0.0,43.4,33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37,58.74,0.0,0.0,0.0,0.0,0.0,39.91,67.12,57.24,30.61,54.65,44.27,44.12,7235,8.93,1094,1094,0,100.0,14,1.28,1,10.05,20,23,8,0,34.78,0.0,9,5,55.56,9,4,44.44,13,3,23.08,3,34,14,1,3,2,0,1.533,0.533,0.0,72.933,72.93,59.91,0.933,0.067,0.67,1.333,0.6,0.267,0.867,0.2,1.54,0.2,2.267,0.933,0.067,0.6,0.33,3.7,2.32,57.28,6.67,0.09,2.96,45.05,54.38,53.95,74.02,66.88,48.51,63.2,56.34,65.72,50.29,47.66,47.0,46.94,71.98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.37,4,3,2,66.99,8,Match_48,2025-02-14T16:10:02.590621+00:00,[],0,23,8,0,1094,1094,0,75.99,14,1,3.78,4,9,4,13,3,3,34,14,1,9,5,44.04,
"Bacnis, Hugo",LWB,823.6,47.21,68.42,56.41,44.11,22.7,substitute,Goldenfield Rovers,75,0.0,0.0,0.0,0.0,37.56,51.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88,59.2,0.0,0.0,0.0,0.0,0.0,32.94,48.83,59.57,46.99,77.66,42.65,37.18,5499,11.13,356,167,189,46.91,4,1.12,0,4.71,21,12,5,2,41.67,16.67,8,5,62.5,62,15,24.19,12,6,50.0,3,5,8,1,2,0,0,1.311,0.546,0.219,38.902,18.25,20.65,0.437,0.0,0.515,2.295,6.775,1.639,1.311,0.66,5.46,0.328,0.546,0.874,0.109,0.874,0.55,6.83,4.55,1.82,5.13,0.12,2.64,71.72,21.4,46.22,44.9,71.58,39.04,35.43,26.88,25.96,30.09,28.64,35.33,25.38,38.41,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,56.14,1,3,4,55.04,14,Match_295,2025-08-14T23:01:18.591621+00:00,[],0,12,5,2,356,167,189,46.31,4,0,1.27,3,62,15,12,6,3,5,8,1,8,5,47.89,
"Salingay, Sam",RWB,652.9,64.14,28.54,52.43,30.09,34.71,substitute,Valley Rovers,27,0.0,0.0,0.0,0.0,63.54,52.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.07,65.32,0.0,0.0,0.0,0.0,0.0,47.39,60.63,30.83,55.59,42.14,36.61,74.07,1299,3.32,295,245,50,83.05,6,2.03,3,11.31,16,13,4,0,30.77,0.0,11,7,63.64,42,0,0.0,0,0,78.36,3,18,4,2,1,2,1,1.792,0.551,0.0,40.665,33.77,6.89,0.827,0.414,1.559,2.206,5.79,0.0,0.0,43.91,10.8,0.414,2.481,0.551,0.276,1.516,0.96,8.77,4.24,40.87,11.45,0.28,41.18,77.16,77.68,53.31,22.51,68.76,77.67,57.24,59.18,30.04,23.61,75.31,36.4,35.05,60.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60.39,5,4,5,69.48,13,Match_276,2025-08-29T00:15:58.591621+00:00,[],0,13,4,0,295,245,50,28.47,6,3,3.61,5,42,0,0,0,3,18,4,2,11,7,87.8,
"Lagaya, Rick Matthew",ST,739.27,51.91,67.24,58.95,24.65,21.86,substitute,Harborview United,51,0.0,0.0,0.0,0.0,54.05,71.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.01,58.42,0.0,0.0,0.0,0.0,0.0,65.77,43.71,39.25,69.97,76.37,32.79,67.76,4668,10.52,286,159,127,55.59,11,3.85,1,19.95,13,15,6,0,40.0,0.0,20,7,35.0,20,2,10.0,18,6,33.33,1,8,1,1,1,2,0,1.826,0.73,0.0,34.818,19.36,15.46,1.339,0.122,2.429,1.583,2.435,0.243,2.191,0.73,4.06,0.122,0.974,0.122,0.122,2.435,0.85,4.26,4.87,64.02,6.77,0.47,1.22,69.93,60.3,60.33,41.18,68.77,69.65,41.48,30.63,66.08,61.82,20.51,47.76,76.17,46.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49.84,4,4,1,69.1,15,Match_343,2025-10-17T02:55:16.592621+00:00,[],0,15,6,0,286,159,127,30.57,11,1,1.54,4,20,2,18,6,1,8,1,1,20,7,41.46,
"Ybanez, Moimoi",LWB,977.04,58.89,56.87,60.84,72.99,20.12,substitute,San Beda University,89,0.0,0.0,0.0,0.0,73.37,75.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25,50.53,0.0,0.0,0.0,0.0,0.0,53.86,59.0,79.0,49.66,65.33,48.62,42.01,3169,5.41,932,496,436,53.22,26,2.79,1,25.0,73,17,2,0,11.76,0.0,11,5,45.45,46,19,41.3,13,10,76.92,0,15,13,3,1,2,0,1.566,0.184,0.0,85.851,45.69,40.16,2.395,0.092,2.303,6.724,4.237,1.75,1.197,0.92,7.09,0.0,1.382,1.197,0.276,1.013,0.46,4.19,1.08,37.68,4.9,0.26,3.8,45.63,60.39,59.0,71.23,39.38,70.66,44.41,27.3,51.1,49.73,51.04,22.61,63.27,22.82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.18,2,3,4,65.45,1,Match_202,2025-09-09T10:53:48.593621+00:00,[],0,17,2,0,932,496,436,24.97,26,1,1.24,4,46,19,13,10,0,15,13,3,11,5,25.58,
"Diola, Ezekiel",CF,627.4,31.24,78.47,75.0,42.64,73.41,starter,Lakeside Athletic,75,0.0,0.0,0.0,0.0,77.29,55.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,49.27,0.0,0.0,0.0,0.0,0.0,77.75,40.11,69.46,79.31,45.78,35.75,68.29,8391,22.29,390,142,248,36.41,4,1.03,0,16.07,5,24,13,1,54.17,4.17,1,1,100.0,14,2,14.29,15,7,46.67,4,6,7,1,1,1,0,3.443,1.865,0.143,55.945,20.37,35.58,0.574,0.0,2.305,0.717,2.008,0.287,2.152,1.0,6.69,0.574,0.861,1.004,0.143,0.143,0.14,14.34,7.77,0.6,5.22,0.15,2.05,61.6,66.96,23.72,68.14,23.29,56.64,45.91,26.11,23.35,23.13,71.0,44.1,57.04,44.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,71.24,4,4,5,68.06,9,Match_151,2025-11-03T10:10:46.593621+00:00,[],0,24,13,1,390,142,248,51.2,4,0,3.3,3,14,2,15,7,4,6,7,1,1,1,30.98,
"Pormento, Edzon",CF,957.13,63.77,28.84,38.52,40.57,42.13,starter,Northbridge FC,70,0.0,0.0,0.0,0.0,51.59,34.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.86,50.2,0.0,0.0,0.0,0.0,0.0,59.15,70.68,35.49,61.63,30.44,43.21,34.36,7230,12.59,171,58,113,33.92,2,1.17,0,19.04,12,22,7,0,31.82,0.0,10,7,70.0,26,14,53.85,25,25,100.0,6,12,8,1,2,1,0,2.069,0.658,0.0,16.079,5.45,10.63,0.188,0.0,1.79,1.128,2.445,1.316,2.351,2.35,9.4,0.564,1.128,0.752,0.094,0.94,0.66,6.58,2.99,66.87,3.19,0.11,5.06,20.48,55.19,60.7,23.44,50.43,70.11,71.52,45.32,31.72,32.02,74.51,67.12,40.49,60.07,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,47.39,1,3,1,22.64,7,Match_70,2024-12-08T22:35:53.594621+00:00,[],0,22,7,0,171,58,113,75.32,2,0,2.5,2,26,14,25,25,6,12,8,1,10,7,45.93,
"Santos, Aris",CF,927.58,34.89,30.45,73.12,63.13,40.39,starter,San Beda University,26,0.0,0.0,0.0,0.0,41.39,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.03,37.68,0.0,0.0,0.0,0.0,0.0,49.35,63.3,79.17,46.08,33.6,54.41,42.82,10314,18.53,107,107,0,100.0,1,0.93,0,26.92,5,22,18,1,81.82,4.55,11,7,63.64,33,21,63.64,23,7,30.43,8,19,12,0,3,1,0,2.135,1.746,0.097,10.382,10.38,56.47,0.097,0.0,2.612,0.485,3.202,2.038,2.232,0.68,2.95,0.776,1.844,1.164,0.0,1.067,0.68,6.17,7.94,0.44,9.7,0.09,6.17,53.27,30.71,21.29,70.57,74.64,21.26,60.65,42.74,67.24,26.66,76.17,38.3,34.41,68.57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.46,0,3,5,69.76,7,Match_50,2025-08-31T10:13:32.594621+00:00,[],0,22,18,1,107,107,0,76.83,1,0,2.68,3,33,21,23,7,8,19,12,0,11,7,33.92,
"Escodo, Bel",LB,483.55,49.93,47.86,39.31,42.43,61.67,substitute,Valley Rovers,48,0.0,0.0,0.0,0.0,77.66,48.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31,40.82,0.0,0.0,0.0,0.0,0.0,72.21,47.92,44.54,70.29,76.14,33.9,32.64,2788,9.61,276,169,107,61.23,4,1.45,0,6.18,10,3,0,0,0.0,0.0,2,1,50.0,14,8,57.14,13,8,61.54,3,3,2,0,0,1,0,0.558,0.0,0.0,51.37,31.45,19.92,0.744,0.0,1.15,1.861,2.606,1.489,2.42,1.49,11.45,0.558,0.558,0.372,0.0,0.372,0.19,9.31,52.65,71.23,11.4,0.27,10.64,62.94,49.69,36.1,44.06,75.27,55.04,22.2,33.17,32.18,71.79,43.75,38.36,73.32,54.28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60.87,4,3,3,51.61,19,Match_110,2025-05-09T09:51:22.595621+00:00,[],0,3,0,0,276,169,107,37.39,4,0,4.32,4,14,8,13,8,3,3,2,0,2,1,43.52,
"Ebrada, Zraim Uichi",RWB,955.76,59.18,36.47,62.34,79.88,79.9,starter,Goldenfield Rovers,99,0.0,0.0,0.0,0.0,56.87,76.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.41,32.49,0.0,0.0,0.0,0.0,0.0,64.0,50.53,31.59,52.92,51.03,57.44,33.96,4629,8.07,761,662,99,86.99,27,3.55,1,24.44,33,11,1,3,9.09,27.27,7,1,14.29,46,26,56.52,27,27,100.0,4,18,5,1,2,1,0,1.036,0.094,0.282,71.66,62.34,9.32,2.542,0.094,2.301,3.107,4.332,2.448,2.542,2.54,9.42,0.377,1.695,0.471,0.094,0.659,0.09,1.35,0.86,2.57,8.19,0.33,5.32,65.14,64.39,74.74,20.51,37.97,69.34,66.99,44.23,44.35,54.8,59.32,48.32,50.76,65.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51.85,3,6,0,63.24,2,Match_148,2025-09-24T09:49:52.596625+00:00,[],0,11,1,3,761,662,99,78.4,27,1,3.38,1,46,26,27,27,4,18,5,1,7,1,24.14,
"Fernandez, Bel",CDM,963.81,51.72,31.3,26.52,54.17,47.09,starter,Metro FC,9,0.0,0.0,0.0,0.0,72.59,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.58,66.21,0.0,0.0,0.0,0.0,0.0,77.23,36.03,64.43,73.78,66.19,68.64,43.88,12729,22.01,938,938,0,100.0,33,3.52,3,6.88,44,5,3,0,60.0,0.0,10,6,60.0,61,11,18.03,5,2,40.0,4,15,9,1,1,3,0,0.467,0.28,0.0,87.59,87.59,34.2,3.082,0.28,0.642,4.109,5.696,1.027,0.467,0.19,3.74,0.374,1.401,0.84,0.093,0.934,0.56,5.6,5.6,63.56,9.34,0.33,1.68,73.68,25.59,26.26,53.17,21.92,61.34,49.32,31.2,24.17,77.78,37.03,33.98,59.57,24.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44.34,2,1,3,77.36,18,Match_175,2025-08-24T08:42:18.596625+00:00,[],0,5,3,0,938,938,0,60.95,33,3,0.3,3,61,11,5,2,4,15,9,1,10,6,46.01,
"Lood, Trevor",LW,625.39,60.02,62.7,37.85,56.78,68.6,substitute,Lakeside Athletic,45,0.0,0.0,0.0,0.0,75.59,31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.53,45.24,0.0,0.0,0.0,0.0,0.0,45.06,50.97,69.85,63.48,65.47,62.94,31.57,7128,19.0,162,99,63,61.11,2,1.23,0,18.37,6,22,12,1,54.55,4.55,20,18,90.0,10,3,30.0,1,0,0.0,5,12,3,1,1,2,0,3.166,1.727,0.144,23.313,14.25,9.07,0.288,0.0,2.644,0.863,1.439,0.432,0.144,35.0,44.79,0.72,1.727,0.432,0.144,2.878,2.59,12.95,7.85,0.65,8.79,0.18,4.32,30.51,34.95,74.0,63.99,47.47,74.65,31.01,54.12,43.61,76.74,34.38,72.23,36.43,57.68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46.5,2,4,3,42.1,7,Match_62,2025-04-19T04:49:59.597621+00:00,[],0,22,12,1,162,99,63,42.64,2,0,4.35,3,10,3,1,0,5,12,3,1,20,18,43.39,
"Lagaya, Rick Matthew",LW,789.3,48.54,36.75,29.68,70.31,56.42,starter,Lakeside Athletic,18,0.0,0.0,0.0,0.0,61.5,73.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.01,49.89,0.0,0.0,0.0,0.0,0.0,74.58,66.99,49.45,65.76,78.76,75.09,62.48,11183,23.61,167,64,103,38.32,1,0.6,0,6.67,5,10,3,0,30.0,0.0,20,20,100.0,16,9,56.25,12,2,16.67,7,18,11,2,1,1,0,1.14,0.342,0.0,19.042,7.3,11.74,0.114,0.0,0.761,0.57,1.824,1.026,1.368,0.23,1.9,0.798,2.052,1.254,0.228,2.281,2.28,11.4,3.42,39.51,4.37,0.07,6.41,30.63,27.45,64.49,30.11,60.28,20.67,36.4,46.44,30.68,62.86,73.56,51.94,46.52,22.87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48.95,3,3,3,33.9,17,Match_83,2025-04-08T15:31:04.598621+00:00,[],0,10,3,0,167,64,103,23.9,1,0,4.06,4,16,9,12,2,7,18,11,2,20,20,45.73,
"Aningalan, Kirvy",CB,913.05,57.7,20.72,32.77,33.21,59.48,starter,San Beda University,52,0.0,0.0,0.0,0.0,74.43,71.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.79,40.91,0.0,0.0,0.0,0.0,0.0,61.03,64.31,52.1,55.38,32.5,63.57,32.42,10660,19.46,517,517,0,100.0,0,0.0,0,7.46,38,16,3,0,18.75,0.0,6,6,100.0,42,17,40.48,14,6,42.86,4,27,8,2,3,1,0,1.577,0.296,0.0,50.961,50.96,49.86,0.0,0.0,0.735,3.746,4.14,1.676,1.38,0.59,4.22,0.394,2.661,0.789,0.197,0.591,0.59,9.86,1.85,57.31,9.86,78.31,3.99,36.71,57.43,22.64,73.13,44.67,66.05,49.97,79.43,62.75,67.48,75.33,54.15,35.12,25.68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,76.35,2,5,5,75.6,13,Match_221,2025-10-08T02:38:09.598621+00:00,[],0,16,3,0,517,517,0,63.32,0,0,2.33,4,42,17,14,6,4,27,8,2,6,6,39.5,
"Nemenzo, Sirach Ethan",LWB,784.32,68.87,28.06,39.05,67.22,22.38,substitute,Lakeside Athletic,95,0.0,0.0,0.0,0.0,49.32,40.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.36,66.02,0.0,0.0,0.0,0.0,0.0,66.91,47.92,40.84,68.93,50.08,70.68,37.64,8897,18.91,322,129,193,40.06,8,2.48,2,5.68,1,21,7,1,33.33,4.76,3,1,33.33,33,26,78.79,8,1,12.5,4,6,9,1,1,1,0,2.41,0.803,0.115,36.949,14.8,22.15,0.918,0.229,0.652,0.115,3.787,2.983,0.918,0.11,1.43,0.459,0.688,1.033,0.115,0.344,0.11,3.82,3.82,0.55,4.6,0.28,9.04,67.51,44.89,68.76,65.03,33.74,63.97,40.56,32.35,23.24,75.06,79.3,68.09,61.78,33.35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30.72,2,5,2,88.19,11,Match_33,2025-06-11T09:16:27.599621+00:00,[],0,21,7,1,322,129,193,28.89,8,2,1.79,4,33,26,8,1,4,6,9,1,3,1,29.73,
"Aningalan, Marco",CF,1075.8,33.78,42.83,38.35,36.99,53.73,starter,Highland Wanderers,94,0.0,0.0,0.0,0.0,75.81,34.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,79.78,0.0,0.0,0.0,0.0,0.0,40.14,33.3,41.71,38.71,77.12,57.24,35.07,22050,34.16,304,304,0,100.0,10,3.29,2,29.8,23,57,38,4,66.67,7.02,9,3,33.33,5,2,40.0,9,6,66.67,7,23,7,1,2,2,0,4.769,3.179,0.335,25.432,25.43,30.56,0.837,0.167,2.493,1.924,0.418,0.167,0.753,0.5,5.58,0.586,1.924,0.586,0.084,0.753,0.25,2.79,5.58,0.59,8.37,0.28,3.35,48.85,39.99,62.89,31.74,74.97,20.25,71.7,63.82,42.46,44.27,44.95,43.68,64.53,43.04,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77.15,5,3,2,52.76,3,Match_66,2024-12-21T19:00:00.599621+00:00,[],0,57,38,4,304,304,0,39.18,10,2,0.37,5,5,2,9,6,7,23,7,1,9,3,70.29,
"Unabia, Charles",RW,777.96,25.62,66.26,58.66,75.01,43.86,starter,Westwood Athletic,21,0.0,0.0,0.0,0.0,32.71,33.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.36,31.86,0.0,0.0,0.0,0.0,0.0,68.85,45.67,75.22,37.8,71.41,70.87,30.0,4215,9.03,286,75,211,26.22,1,0.35,0,12.95,17,38,11,4,28.95,10.53,16,16,100.0,22,6,27.27,12,2,16.67,5,13,8,2,1,1,0,4.396,1.273,0.463,33.087,8.68,24.41,0.116,0.0,1.498,1.967,2.545,0.694,1.388,0.23,1.93,0.578,1.504,0.925,0.231,1.851,1.85,11.57,3.35,1.22,3.03,0.04,3.15,55.17,74.06,51.11,31.33,45.38,69.78,35.17,38.13,78.06,59.51,42.97,38.48,44.7,72.58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39.44,3,5,2,26.9,1,Match_222,2025-10-27T04:15:09.600620+00:00,[],0,38,11,4,286,75,211,56.68,1,0,4.43,1,22,6,12,2,5,13,8,2,16,16,60.92,
"Lopez, Kirvy",CM,752.71,68.42,29.97,37.59,42.66,36.61,substitute,Southgate United,14,0.0,0.0,0.0,0.0,75.4,58.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.74,35.27,0.0,0.0,0.0,0.0,0.0,70.93,79.63,69.18,50.8,74.19,50.66,79.36,1603,3.55,871,871,0,100.0,12,1.38,1,27.14,70,9,3,0,33.33,0.0,7,4,57.14,22,9,40.91,2,1,50.0,1,8,1,1,1,4,0,1.076,0.359,0.0,104.144,100.0,75.27,1.435,0.12,3.245,8.37,2.63,1.076,0.239,0.12,5.98,0.12,0.957,0.12,0.12,0.837,0.48,6.83,3.99,77.96,11.96,0.17,4.89,40.53,55.14,48.67,60.37,26.05,23.66,65.11,20.43,54.95,79.26,25.81,51.34,20.44,56.18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45.71,5,1,5,85.84,6,Match_263,2025-03-28T15:37:57.601621+00:00,[],0,9,3,0,871,871,0,48.37,12,1,3.71,1,22,9,2,1,1,8,1,1,7,4,87.77,
"Digal, Diegocarl",CF,845.51,36.68,49.07,64.35,67.64,40.9,substitute,Westwood Athletic,57,0.0,0.0,0.0,0.0,45.89,62.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.61,72.75,0.0,0.0,0.0,0.0,0.0,65.25,41.32,48.92,71.54,65.17,36.57,52.49,14840,29.25,246,246,0,100.0,0,0.0,0,16.14,21,4,1,0,25.0,0.0,9,5,55.56,40,40,100.0,16,12,75.0,3,24,2,0,1,0,0,0.426,0.106,0.0,26.185,26.19,36.11,0.0,0.0,1.718,2.235,4.258,4.258,1.703,1.28,7.98,0.319,2.555,0.213,0.0,0.958,0.53,5.91,2.66,73.84,10.64,51.01,10.64,76.35,76.49,48.57,59.5,61.97,26.03,43.09,56.43,62.72,72.19,72.57,67.09,63.0,21.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.86,5,1,5,65.44,19,Match_112,2025-03-10T04:57:29.601621+00:00,[],0,4,1,0,246,246,0,41.27,0,0,3.22,5,40,40,16,12,3,24,2,0,9,5,68.31,
"Asignar, Josh Rupert",RW,934.71,62.15,63.5,59.24,67.1,77.97,substitute,Metro FC,92,0.0,0.0,0.0,0.0,76.23,75.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.79,74.99,0.0,0.0,0.0,0.0,0.0,75.87,56.85,42.45,53.91,77.26,71.48,65.41,14427,25.72,92,92,0,100.0,2,2.17,0,15.02,6,29,6,1,20.69,3.45,7,4,57.14,24,12,50.0,8,8,100.0,5,19,7,0,3,1,0,2.792,0.578,0.096,8.858,8.86,79.89,0.193,0.0,1.446,0.578,2.311,1.155,0.77,0.77,9.63,0.481,1.829,0.674,0.0,0.674,0.39,5.5,1.99,0.33,9.63,0.21,4.81,46.22,34.0,35.55,37.46,26.68,40.41,55.53,31.29,76.52,54.37,27.65,38.8,42.81,64.22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32.4,4,2,2,36.09,14,Match_264,2025-01-19T19:16:05.602621+00:00,[],0,29,6,1,92,92,0,80.98,2,0,4.03,2,24,12,8,8,5,19,7,0,7,4,25.32,
"Alonzo, Kaye",RW,434.76,27.94,68.61,29.16,63.01,70.88,starter,Crown City FC,49,0.0,0.0,0.0,0.0,65.99,69.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.46,79.33,0.0,0.0,0.0,0.0,0.0,67.13,55.32,55.7,80.0,46.51,43.9,54.83,8152,31.25,188,136,52,72.34,3,1.6,0,22.9,9,9,3,0,33.33,0.0,13,10,76.92,1,0,0.0,4,1,25.0,2,9,2,0,1,0,0,1.863,0.621,0.0,38.918,28.15,10.76,0.621,0.0,4.741,1.863,0.207,0.0,0.828,0.21,5.18,0.414,1.863,0.414,0.0,2.691,2.07,15.92,6.9,53.17,14.98,0.33,65.36,76.07,33.5,64.14,75.39,66.56,71.41,63.64,37.95,68.9,74.74,29.55,21.29,43.54,45.35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,52.72,4,3,3,84.56,1,Match_77,2025-08-12T10:04:30.602621+00:00,[],0,9,3,0,188,136,52,22.24,3,0,0.56,2,1,0,4,1,2,9,2,0,13,10,74.27,
